Month,Year,DayOfWeek,Sex,Age,VehicleAge,TipoVehiculo,TipoPoliza,Fault,ClaimAmount,FraudFound_P,Fraude
Jun,1994,Monday,Male,36,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jun,1994,Tuesday,Male,28,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1994,Monday,Female,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Saturday,Male,35,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1994,Saturday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Sunday,Male,50,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
May,1994,Friday,Male,24,4 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
May,1994,Monday,Male,42,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
May,1994,Friday,Female,48,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1994,Friday,Female,35,3 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Apr,1994,Thursday,Male,55,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1994,Friday,Male,25,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1994,Thursday,Male,63,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
Aug,1994,Wednesday,Male,58,6 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Apr,1994,Saturday,Male,30,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1994,Saturday,Male,35,6 years,Sport,Collision,Third Party,69000,0,Legítimo
Aug,1994,Wednesday,Male,38,7 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Apr,1994,Tuesday,Male,56,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1994,Monday,Male,29,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Sunday,Male,65,more than 7,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jul,1994,Monday,Male,35,5 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jul,1994,Monday,Female,30,4 years,Sedan,Collision,Third Party,34500,0,Legítimo
Nov,1994,Tuesday,Male,32,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1994,Thursday,Male,27,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Aug,1994,Monday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Thursday,Male,32,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Dec,1994,Tuesday,Female,35,7 years,Sedan,Liability,Third Party,15000,0,Legítimo
Aug,1994,Thursday,Male,26,4 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1994,Friday,Male,25,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Tuesday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Friday,Male,42,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Thursday,Male,40,more than 7,Sedan,All Perils,Policy Holder,34500,1,Fraude
Aug,1994,Thursday,Male,62,more than 7,Sedan,All Perils,Policy Holder,24500,1,Fraude
Dec,1994,Monday,Male,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1994,Thursday,Male,60,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Tuesday,Male,41,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Wednesday,Male,56,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1994,Wednesday,Male,32,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Monday,Male,29,4 years,Sedan,Collision,Third Party,24500,0,Legítimo
Nov,1994,Saturday,Male,43,7 years,Sedan,Collision,Third Party,69000,0,Legítimo
Dec,1994,Wednesday,Male,51,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Friday,Male,42,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Saturday,Male,28,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1994,Friday,Female,47,5 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jun,1994,Wednesday,Male,61,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Sep,1994,Tuesday,Male,59,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1994,Friday,Male,35,7 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
May,1994,Saturday,Male,30,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Monday,Female,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Thursday,Male,55,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1994,Wednesday,Male,26,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Sunday,Male,0,new,Sport,All Perils,Policy Holder,69000,0,Legítimo
Jan,1994,Sunday,Male,35,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1994,Sunday,Male,45,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Feb,1994,Monday,Male,28,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Wednesday,Female,21,5 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1994,Saturday,Male,63,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1994,Friday,Male,46,more than 7,Sedan,Collision,Policy Holder,34500,1,Fraude
Feb,1994,Wednesday,Male,45,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Mar,1994,Tuesday,Male,51,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Monday,Female,43,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Saturday,Male,35,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Thursday,Male,45,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Wednesday,Female,27,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Oct,1994,Tuesday,Male,43,7 years,Utility,All Perils,Policy Holder,49500,0,Legítimo
Oct,1994,Saturday,Male,76,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Saturday,Female,25,3 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jan,1994,Friday,Male,44,7 years,Utility,Liability,Policy Holder,69000,0,Legítimo
Mar,1994,Monday,Male,33,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Mar,1994,Tuesday,Male,59,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Saturday,Male,35,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jun,1994,Wednesday,Male,71,more than 7,Sedan,Liability,Third Party,69000,0,Legítimo
Apr,1994,Saturday,Male,22,3 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1994,Thursday,Male,30,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1994,Thursday,Male,28,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Friday,Male,36,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
Dec,1994,Friday,Male,24,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Monday,Female,26,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Nov,1994,Friday,Male,31,4 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Thursday,Male,37,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jun,1994,Monday,Male,47,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Saturday,Male,33,4 years,Sport,Collision,Third Party,69000,0,Legítimo
Mar,1994,Wednesday,Female,48,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Mar,1994,Wednesday,Male,31,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Sunday,Male,35,6 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Mar,1994,Thursday,Male,27,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Sunday,Female,33,3 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Feb,1994,Friday,Male,26,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Wednesday,Male,37,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1994,Tuesday,Male,51,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1994,Thursday,Male,33,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Wednesday,Male,36,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1994,Friday,Male,0,new,Sedan,Collision,Policy Holder,69000,0,Legítimo
Mar,1994,Friday,Male,30,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1994,Sunday,Male,30,6 years,Sedan,All Perils,Policy Holder,69000,1,Fraude
Mar,1994,Tuesday,Male,35,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Aug,1994,Sunday,Male,19,5 years,Sport,Collision,Policy Holder,69000,1,Fraude
Feb,1994,Tuesday,Male,23,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Feb,1994,Thursday,Male,44,6 years,Sedan,Collision,Third Party,69000,0,Legítimo
Aug,1994,Monday,Female,32,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Aug,1994,Monday,Male,33,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jan,1994,Wednesday,Male,45,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Monday,Male,63,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1994,Thursday,Female,42,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1994,Monday,Male,46,more than 7,Utility,All Perils,Policy Holder,34500,1,Fraude
Jan,1994,Saturday,Male,23,5 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jan,1994,Wednesday,Male,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Friday,Male,37,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Friday,Male,40,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Nov,1994,Wednesday,Female,33,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1994,Wednesday,Male,34,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1994,Monday,Male,25,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Thursday,Male,47,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1994,Saturday,Male,47,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1994,Wednesday,Male,34,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
May,1994,Monday,Male,43,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1994,Tuesday,Male,30,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
May,1994,Monday,Male,55,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Aug,1994,Monday,Male,29,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1994,Tuesday,Male,51,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Aug,1994,Monday,Male,44,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1994,Sunday,Male,75,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jul,1994,Wednesday,Female,40,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Tuesday,Male,24,5 years,Sedan,Collision,Third Party,34500,0,Legítimo
Aug,1994,Tuesday,Male,42,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1994,Saturday,Male,52,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Thursday,Male,27,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Friday,Male,51,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1994,Wednesday,Male,51,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1994,Saturday,Female,41,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Monday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Friday,Female,35,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Friday,Female,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Friday,Male,73,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Apr,1994,Thursday,Male,50,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Thursday,Male,66,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
May,1994,Wednesday,Female,43,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Sunday,Male,38,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Friday,Male,35,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1994,Thursday,Male,23,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1994,Wednesday,Female,43,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Wednesday,Female,51,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Thursday,Male,23,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1994,Friday,Male,28,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Monday,Male,41,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Tuesday,Male,45,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Monday,Male,30,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Tuesday,Male,57,more than 7,Sedan,All Perils,Policy Holder,34500,1,Fraude
Aug,1994,Tuesday,Male,52,more than 7,Sedan,All Perils,Policy Holder,15000,1,Fraude
Nov,1994,Sunday,Male,23,2 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Tuesday,Male,40,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Tuesday,Male,42,7 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Nov,1994,Wednesday,Female,30,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Saturday,Female,30,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1994,Saturday,Male,47,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Sep,1994,Wednesday,Male,51,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Sep,1994,Sunday,Female,41,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1994,Wednesday,Male,34,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Aug,1994,Friday,Male,39,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Thursday,Male,44,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1994,Tuesday,Male,26,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Aug,1994,Wednesday,Male,27,6 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Jul,1994,Friday,Male,71,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jun,1994,Tuesday,Male,53,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Apr,1994,Monday,Female,24,5 years,Sedan,Liability,Third Party,69000,0,Legítimo
Dec,1994,Monday,Male,31,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1994,Friday,Male,44,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Nov,1994,Saturday,Male,43,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1994,Saturday,Male,35,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Nov,1994,Friday,Male,28,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Nov,1994,Monday,Male,48,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1994,Wednesday,Male,27,5 years,Sedan,All Perils,Third Party,69000,0,Legítimo
Nov,1994,Tuesday,Male,62,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
Oct,1994,Saturday,Male,37,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1994,Sunday,Male,56,5 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1994,Wednesday,Male,28,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1994,Monday,Male,41,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Aug,1994,Saturday,Male,30,4 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Monday,Male,57,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Monday,Male,42,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
Jul,1994,Monday,Male,75,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jul,1994,Thursday,Male,56,7 years,Sport,Collision,Policy Holder,69000,0,Legítimo
Jul,1994,Thursday,Female,34,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jul,1994,Friday,Male,65,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1994,Wednesday,Male,61,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jul,1994,Tuesday,Male,54,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Sunday,Male,55,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jun,1994,Monday,Male,47,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jun,1994,Sunday,Male,43,6 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Sep,1994,Thursday,Male,31,7 years,Sedan,All Perils,Policy Holder,34500,1,Fraude
May,1994,Wednesday,Male,41,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1994,Thursday,Male,0,new,Sedan,Collision,Policy Holder,69000,0,Legítimo
May,1994,Wednesday,Male,30,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Sunday,Male,28,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Nov,1994,Thursday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Dec,1994,Thursday,Male,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Tuesday,Male,47,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1994,Monday,Male,29,5 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Oct,1994,Friday,Male,62,more than 7,Sedan,All Perils,Third Party,15000,0,Legítimo
Dec,1994,Thursday,Female,32,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1994,Monday,Male,76,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1994,Monday,Male,27,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jan,1994,Monday,Male,39,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Saturday,Female,45,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1994,Friday,Male,33,7 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Sep,1994,Friday,Male,41,more than 7,Sedan,All Perils,Policy Holder,24500,1,Fraude
Apr,1994,Friday,Male,80,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1994,Monday,Female,23,3 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1994,Wednesday,Male,49,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Oct,1994,Monday,Male,36,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1994,Friday,Female,45,6 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Mar,1994,Thursday,Male,53,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Mar,1994,Sunday,Male,38,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Friday,Male,37,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Mar,1994,Wednesday,Male,29,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1994,Friday,Female,23,5 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Jun,1994,Tuesday,Female,36,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1994,Wednesday,Male,27,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Aug,1994,Friday,Male,44,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1994,Saturday,Male,31,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1994,Friday,Male,30,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1994,Friday,Male,50,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1994,Saturday,Male,39,7 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Sep,1994,Saturday,Female,33,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Jun,1994,Monday,Female,28,7 years,Sedan,Collision,Third Party,69000,0,Legítimo
Jun,1994,Saturday,Male,49,7 years,Sport,All Perils,Policy Holder,34500,0,Legítimo
Sep,1994,Saturday,Male,22,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Jun,1994,Thursday,Male,46,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jun,1994,Monday,Male,44,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Sep,1994,Thursday,Male,36,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1994,Tuesday,Male,29,5 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Sep,1994,Thursday,Male,52,more than 7,Utility,All Perils,Third Party,69000,0,Legítimo
Sep,1994,Tuesday,Male,41,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Oct,1994,Saturday,Female,39,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1994,Thursday,Male,26,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1994,Saturday,Male,31,7 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Nov,1994,Wednesday,Male,26,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1994,Monday,Female,27,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
Nov,1994,Saturday,Male,36,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Saturday,Male,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Saturday,Male,32,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1994,Monday,Male,46,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Sunday,Male,52,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Friday,Male,28,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Sunday,Male,21,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1994,Saturday,Male,31,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Jul,1994,Wednesday,Male,51,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Oct,1994,Saturday,Male,50,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Oct,1994,Monday,Male,46,more than 7,Sedan,Collision,Policy Holder,15000,0,Legítimo
Sep,1994,Thursday,Male,30,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1994,Thursday,Male,50,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1994,Friday,Male,24,5 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jul,1994,Thursday,Male,23,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Wednesday,Male,37,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Saturday,Male,41,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Sunday,Male,45,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Mar,1994,Thursday,Female,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Saturday,Male,30,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1994,Monday,Male,27,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1995,Sunday,Male,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1995,Wednesday,Female,68,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1995,Thursday,Male,37,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1995,Sunday,Male,42,more than 7,Sedan,All Perils,Policy Holder,15000,1,Fraude
Oct,1995,Wednesday,Male,42,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1995,Sunday,Male,66,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1995,Sunday,Male,21,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Sep,1995,Sunday,Male,18,5 years,Sport,Collision,Policy Holder,69000,1,Fraude
Jul,1995,Monday,Male,70,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1995,Wednesday,Male,75,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1995,Tuesday,Male,55,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1995,Tuesday,Male,36,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jun,1995,Sunday,Male,37,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Jun,1995,Thursday,Male,45,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
Sep,1995,Monday,Male,35,6 years,Sedan,All Perils,Policy Holder,34500,1,Fraude
May,1995,Tuesday,Male,66,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1995,Saturday,Male,64,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
May,1995,Sunday,Male,45,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1995,Tuesday,Male,33,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1995,Thursday,Male,63,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Apr,1995,Wednesday,Male,36,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1995,Wednesday,Male,37,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1995,Monday,Male,43,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Sep,1995,Saturday,Male,52,more than 7,Sedan,Collision,Policy Holder,69000,0,Legítimo
Dec,1995,Saturday,Male,45,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1995,Thursday,Male,38,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1995,Sunday,Male,27,6 years,Sedan,Liability,Third Party,34500,0,Legítimo
Sep,1995,Friday,Male,75,more than 7,Sedan,Liability,Third Party,24500,0,Legítimo
Feb,1995,Thursday,Female,48,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1995,Thursday,Male,39,7 years,Sedan,Collision,Third Party,24500,1,Fraude
Jun,1995,Thursday,Male,36,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1995,Monday,Female,36,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1995,Thursday,Female,35,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
